id,tipoDespesa,valorLiquido,ranking
220658,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,164463.13,4.0
73692,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,484749.4,1.0
220537,PASSAGEM AÉREA - SIGEPA,265916.68,3.0
160559,PASSAGEM AÉREA - SIGEPA,312091.69,3.0
220536,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,226934.4,3.0
204406,COMBUSTÍVEIS E LUBRIFICANTES.,157629.91,5.0
204378,COMBUSTÍVEIS E LUBRIFICANTES.,76403.09,5.0
74398,COMBUSTÍVEIS E LUBRIFICANTES.,217011.17,4.0
220578,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,346590.0,2.0
178829,COMBUSTÍVEIS E LUBRIFICANTES.,184671.51,3.0
160553,TELEFONIA,73832.94,5.0
220584,COMBUSTÍVEIS E LUBRIFICANTES.,138617.73,4.0
191923,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,629894.8,1.0
220574,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,128700.21,3.0
180214,COMBUSTÍVEIS E LUBRIFICANTES.,306025.71,3.0
220685,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,860680.99,1.0
178997,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,1445500.0,1.0
220589,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,211646.38,2.0
178908,PASSAGEM AÉREA - SIGEPA,151252.28,4.0
178964,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,611328.57,1.0
204378,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,447044.0,2.0
81055,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,474801.29,2.0
220555,COMBUSTÍVEIS E LUBRIFICANTES.,59542.8,5.0
178954,TELEFONIA,48386.280000000006,5.0
224117,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,162500.0,3.0
220672,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,125925.62,4.0
141459,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,440066.67,2.0
220714,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,1125950.0,1.0
91228,PASSAGEM AÉREA - SIGEPA,243592.21,3.0
204358,PASSAGEM AÉREA - SIGEPA,218009.01,3.0
204406,PASSAGEM AÉREA - SIGEPA,361049.44,3.0
224117,PASSAGEM AÉREA - SIGEPA,61546.44,4.0
62881,PASSAGEM AÉREA - SIGEPA,263890.55,3.0
220574,COMBUSTÍVEIS E LUBRIFICANTES.,105251.14,4.0
141459,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,112213.3,5.0
204416,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,551150.06,1.0
220609,COMBUSTÍVEIS E LUBRIFICANTES.,133285.42,4.0
160674,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,927500.0,1.0
74090,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,218000.0,3.0
220697,COMBUSTÍVEIS E LUBRIFICANTES.,28464.66,5.0
141408,PASSAGEM AÉREA - SIGEPA,177973.12,3.0
178835,COMBUSTÍVEIS E LUBRIFICANTES.,253642.75,4.0
141470,COMBUSTÍVEIS E LUBRIFICANTES.,200389.38,4.0
122974,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,233680.0,3.0
180214,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,205467.54,5.0
204358,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,170714.47,5.0
220671,PASSAGEM AÉREA - REEMBOLSO,11662.25,5.0
220664,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,348916.75,2.0
220553,PASSAGEM AÉREA - SIGEPA,324986.39,3.0
204379,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,248440.0,3.0
188097,COMBUSTÍVEIS E LUBRIFICANTES.,167286.09,4.0
74090,PASSAGEM AÉREA - RPA,344621.44,2.0
81055,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,646384.0,1.0
209189,COMBUSTÍVEIS E LUBRIFICANTES.,216289.42,4.0
141408,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,174849.6,4.0
220536,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,1108735.0,1.0
220584,PASSAGEM AÉREA - SIGEPA,171463.83,3.0
204426,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,325540.87,3.0
141411,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,382544.2,2.0
204426,PASSAGEM AÉREA - SIGEPA,228457.18,5.0
220537,COMBUSTÍVEIS E LUBRIFICANTES.,194562.95,4.0
220546,COMBUSTÍVEIS E LUBRIFICANTES.,198088.52,3.0
204423,COMBUSTÍVEIS E LUBRIFICANTES.,235529.19,5.0
141408,COMBUSTÍVEIS E LUBRIFICANTES.,18784.0,5.0
160665,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,707198.66,1.0
220610,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,1009729.74,1.0
220573,COMBUSTÍVEIS E LUBRIFICANTES.,35837.73,4.0
160665,COMBUSTÍVEIS E LUBRIFICANTES.,107734.21,5.0
178835,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,512902.55,1.0
204481,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,288973.0,3.0
204481,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,79187.8,4.0
178908,COMBUSTÍVEIS E LUBRIFICANTES.,134112.24,5.0
204479,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,262868.97,2.0
91228,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,384490.0,2.0
220536,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,302520.92,2.0
123086,COMBUSTÍVEIS E LUBRIFICANTES.,283824.3,3.0
136811,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,244259.02,4.0
204453,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,156790.95,5.0
74398,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,320668.12,2.0
220573,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,64000.0,3.0
204388,PASSAGEM AÉREA - SIGEPA,181149.88,4.0
74041,PASSAGEM AÉREA - SIGEPA,439177.77,1.0
220662,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,247520.24,4.0
220574,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,1181200.0,1.0
73486,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,319538.65,2.0
160673,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,490798.54,1.0
209189,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,310510.88,3.0
73692,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,156251.9,4.0
160559,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,362194.26,2.0
160591,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,237600.0,3.0
160538,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,203298.9,3.0
109429,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,404237.39,3.0
178954,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,496526.0,2.0
220588,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,614365.1,1.0
224117,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,848802.17,1.0
178964,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,249227.03,4.0
74043,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,68871.81,5.0
220664,PASSAGEM AÉREA - SIGEPA,292672.95,3.0
178954,PASSAGEM AÉREA - SIGEPA,201416.24,4.0
204388,COMBUSTÍVEIS E LUBRIFICANTES.,168531.87,5.0
220538,COMBUSTÍVEIS E LUBRIFICANTES.,107740.33,4.0
204416,COMBUSTÍVEIS E LUBRIFICANTES.,212914.64,4.0
123756,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,1183730.32,1.0
204473,COMBUSTÍVEIS E LUBRIFICANTES.,103314.78,5.0
73486,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,136623.34,5.0
204360,PASSAGEM AÉREA - SIGEPA,196089.05,3.0
122974,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,723871.03,1.0
153423,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,394000.0,3.0
204396,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",16279.46,5.0
220553,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,383361.51,2.0
74060,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,965151.41,1.0
141411,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,658784.0,1.0
74041,COMBUSTÍVEIS E LUBRIFICANTES.,281784.83,5.0
204426,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,354135.72000000003,2.0
220537,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,267910.9,2.0
204498,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,1273250.0,1.0
220589,LOCAÇÃO OU FRETAMENTO DE AERONAVES,126110.0,5.0
220551,PASSAGEM AÉREA - SIGEPA,168009.64,5.0
204427,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,160782.37,5.0
123086,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,203999.03999999998,5.0
204416,PASSAGEM AÉREA - SIGEPA,413103.54,2.0
220539,PASSAGEM AÉREA - SIGEPA,316784.82,2.0
160538,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,606993.36,1.0
220578,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,864721.29,1.0
188097,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,745533.46,1.0
220672,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,276479.77,3.0
160673,COMBUSTÍVEIS E LUBRIFICANTES.,173805.39,4.0
188097,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,439000.0,2.0
220671,PASSAGEM AÉREA - SIGEPA,262224.38,3.0
123086,PASSAGEM AÉREA - SIGEPA,357239.42,2.0
160553,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,384000.0,3.0
204479,PASSAGEM AÉREA - SIGEPA,150710.5,5.0
220558,PASSAGEM AÉREA - SIGEPA,157563.33,5.0
74060,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,169734.09,5.0
220537,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,112099.05,5.0
180214,PASSAGEM AÉREA - SIGEPA,300501.84,4.0
220546,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,851557.89,1.0
109429,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,452196.33,1.0
220551,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,465374.43,2.0
220666,PASSAGEM AÉREA - SIGEPA,336534.22,2.0
204427,COMBUSTÍVEIS E LUBRIFICANTES.,169972.54,4.0
204423,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,631150.71,1.0
141421,PASSAGEM AÉREA - SIGEPA,264184.76,3.0
220589,PASSAGEM AÉREA - SIGEPA,183301.07,3.0
74398,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,180484.0,5.0
141411,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,244023.27000000002,3.0
204423,PASSAGEM AÉREA - SIGEPA,241956.68,4.0
123086,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,247156.04,4.0
220544,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,274607.5,3.0
204416,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",132213.72,5.0
204473,PASSAGEM AÉREA - SIGEPA,165294.88,4.0
220588,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,400523.4,2.0
220588,COMBUSTÍVEIS E LUBRIFICANTES.,193487.32,5.0
123086,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,400400.0,1.0
220581,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,717130.0,1.0
204396,PASSAGEM AÉREA - SIGEPA,221525.04,2.0
220688,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,295459.15,3.0
160591,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,1075500.0,1.0
91228,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,85868.42,5.0
220551,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,290698.8,3.0
220538,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,192813.44,2.0
220685,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,59727.87,5.0
141408,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,192418.26,2.0
220561,COMBUSTÍVEIS E LUBRIFICANTES.,293256.39,4.0
220590,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,1055542.07,1.0
74043,COMBUSTÍVEIS E LUBRIFICANTES.,76869.31999999999,4.0
220590,LOCAÇÃO OU FRETAMENTO DE AERONAVES,103725.0,4.0
220662,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,262933.93,3.0
204378,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,266912.13,3.0
220610,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",49767.75,5.0
220584,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,444000.0,2.0
123756,PASSAGEM AÉREA - SIGEPA,417312.55,2.0
204360,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,1335966.72,1.0
204358,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,814157.2,1.0
220544,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,810180.0,1.0
220538,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,1437855.88,1.0
