id,nomeCivil,siglaUF,siglaPartido
220633,RICARDO DE AQUINO SALLES,SP,NOVO
204489,MARCOS ROBERIO RIBEIRO MONTEIRO,CE,PDT
220693,Roberta de Araujo Costa Roma,BA,PL
220588,ROBERTO DUARTE JUNIOR,AC,REPUBLICANOS
220613,ROBERTO LUIZ RODRIGUES DE OLIVEIRA,RJ,PL
220624,ROBINSON MESQUITA DE FARIA,RN,PP
220546,RODOLFO OLIVEIRA NOGUEIRA,MS,PL
230767,RODRIGO LUGLI,MT,PL
141531,RODRIGO BATISTA DE CASTRO,MG,UNIÃO
223128,RODRIGO TLUSTIK VENEK,PR,PSD
220641,RODRIGO GAMBALE VIEIRA,SP,PODE
141533,RODRIGO SOBRAL ROLLEMBERG,DF,PSB
165470,RODRIGO SANTANA VALADARES,SE,UNIÃO
220695,ROGÉRIA DE ALMEIDA PEREIRA DOS SANTOS,BA,REPUBLICANOS
204480,ROGÉRIO CORREIA DE MOURA BAPTISTA,MG,PT
160629,ROMERO RODRIGUES VEIGA,PB,PODE
204525,ROSANA DE OLIVEIRA VALLE,SP,PL
220644,ROSANGELA MARIA WOLFF DE QUADROS MORO,SP,UNIÃO
220620,ROSANGELA DE OLIVEIRA CAMPOS REIS,MG,PL
74371,RUBENS OTONI GOMIDE,GO,PT
178887,RUBENS PEREIRA E SILVA JUNIOR,MA,PT
73604,RUI GOETHE DA COSTA FALCÃO,SP,PT
160635,RUY MANUEL CARNEIRO BARBOSA DE ACA BELCHIOR,PB,PODE
204535,SAMIA DE SOUZA BOMFIM,SP,PSOL
220631,SAMUEL JOSÉ RODRIGUES DE VIANA,MG,REPUBLICANOS
204416,UBIRATAN ANTUNES SANDERSON,RS,PL
204387,GILSON CARDOSO FAHUR,PR,PL
220621,EVANDRO GONÇALVES DA SILVA JÚNIOR,RN,PL
220618,JOSÉ PORTUGAL NETO,RJ,PODE
220713,SAULLO VELAME VIANNA,AM,MDB
226837,SAULO PEDROSO DE SOUZA,SP,PSD
73808,SÉRGIO LUÍS LACERDA BRITO,BA,PSD
77003,SERGIO AUGUSTO SANTOS RODRIGUES,MG,PODE
178933,SERGIO DE SOUZA,PR,MDB
204557,SIDNEY RICARDO DE OLIVEIRA LEITE,AM,PSD
74356,SILAS CÂMARA,AM,REPUBLICANOS
204360,SILVIA CRISTINA AMANCIO CHAGAS,RO,PP
227310,SILVIO ANTONIO GUIMARAES MACHADO,MA,PL
220569,SILVYE ALVES DA SILVA,GO,UNIÃO
220651,SIMONE APARECIDA MARQUETO CURRALADAS,SP,MDB
104552,MARIA DO SOCORRO NERI MEDEIROS DE SOUZA,AC,PP
222565,NOELIO DA ROCHA OLIVEIRA,CE,UNIÃO
178946,SORAYA ALENCAR DOS SANTOS,RJ,PL
178947,SOSTENES SILVA CAVALCANTE,RJ,PL
92776,STEFANO AGUIAR DOS SANTOS,MG,PSD
204534,TABATA CLAUDIA AMARAL DE PONTES,SP,PSB
220682,ANTONIO TADEU VENERI,PR,PT
204464,TALIRIA PETRONE SOARES,RJ,PSOL
220598,TARCISIO MOTTA DE CARVALHO,RJ,PSOL
220552,LUCIANO LORENZINI ZUCCO,RS,PL
220560,JOSE THIAGO ALVES DE CARVALHO,SE,PP
220597,THIAGO LEITE FLORES PEREIRA,RO,REPUBLICANOS
143084,Tiago Dimas Braga Pereira,TO,PODE
220684,SEBASTIÃO HENRIQUE DE MEDEIROS,PR,PP
160976,FRANCISCO EVERARDO TIRIRICA OLIVEIRA SILVA,SP,PSD
178934,ANTONIO WANDSCHEER,PR,PP
157130,TÚLIO GADÊLHA SALES DE MELO,PE,REDE
160610,VALMIR CARLOS DA ASSUNÇÃO,BA,PT
74376,VANDER LUIZ DOS SANTOS LOUBET,MS,PT
234673,VALDERLAN ALVES DE SOUZA,CE,REPUBLICANOS
204396,NELSI COGUETTO MARIA,PR,PP
74283,VICENTE PAULO DA SILVA,SP,PT
137070,VICENTE ALVES DE OLIVEIRA JUNIOR,TO,PSDB
141555,VINICIUS RAPOZO DE CARVALHO,SP,REPUBLICANOS
160591,VINICIUS DE AZEVEDO GURGEL,AP,PL
178992,VITOR LIPPI,SP,PSDB
91228,WALDEMAR DE ANDRADA IGNÁCIO DE OLIVEIRA,PE,AVANTE
160569,WALDENOR ALVES PEREIRA FILHO,BA,PT
160518,WELITON FERNANDES PRADO,MG,SOLIDARIEDADE
74043,JOSÉ WELLINGTON ROBERTO,PB,PL
224333,ELTON CARLOS WELTER,PR,PT
74044,JOSÉ WILSON SANTIAGO,PB,REPUBLICANOS
220564,YANDRA BARRETO FERREIRA,SE,UNIÃO
230768,JOSE ADRIANO RIBEIRO DA SILVA,AC,PP
220536,JOSÉ HAROLDO FIGUEIREDO CAMPOS,RR,PSD
204559,JOSÉ CERQUEIRA DE SANTANA NETO,BA,PT
160632,JOSÉ SILVA SOARES,MG,SOLIDARIEDADE
220558,MARCOS ANTONIO PEREIRA GOMES,SC,PL
204517,JOSE VITOR DE RESENDE AGUIAR,MG,PL
160592,JOSÉ CARLOS BECKER DE OLIVEIRA E SILVA,PR,PT
220592,JOSÉ ESTEPHAN AMORIM BARBARY FILHO,AC,PP
